DateKey,FullDate,MonthName,Quarter,Year
20200321,2020-03-21,March,Q1,2020
20200322,2020-03-22,March,Q1,2020
20200323,2020-03-23,March,Q1,2020
20200324,2020-03-24,March,Q1,2020
20200325,2020-03-25,March,Q1,2020
20200326,2020-03-26,March,Q1,2020
20200327,2020-03-27,March,Q1,2020
20200328,2020-03-28,March,Q1,2020
20200329,2020-03-29,March,Q1,2020
20200330,2020-03-30,March,Q1,2020
20200331,2020-03-31,March,Q1,2020
20200401,2020-04-01,April,Q2,2020
20200402,2020-04-02,April,Q2,2020
20200403,2020-04-03,April,Q2,2020
20200404,2020-04-04,April,Q2,2020
20200405,2020-04-05,April,Q2,2020
20200406,2020-04-06,April,Q2,2020
20200407,2020-04-07,April,Q2,2020
20200408,2020-04-08,April,Q2,2020
20200409,2020-04-09,April,Q2,2020
20200410,2020-04-10,April,Q2,2020
20200411,2020-04-11,April,Q2,2020
20200412,2020-04-12,April,Q2,2020
20200413,2020-04-13,April,Q2,2020
20200414,2020-04-14,April,Q2,2020
20200415,2020-04-15,April,Q2,2020
20200416,2020-04-16,April,Q2,2020
20200417,2020-04-17,April,Q2,2020
20200418,2020-04-18,April,Q2,2020
20200419,2020-04-19,April,Q2,2020
20200420,2020-04-20,April,Q2,2020
20200421,2020-04-21,April,Q2,2020
20200422,2020-04-22,April,Q2,2020
20200423,2020-04-23,April,Q2,2020
20200424,2020-04-24,April,Q2,2020
20200425,2020-04-25,April,Q2,2020
20200426,2020-04-26,April,Q2,2020
20200427,2020-04-27,April,Q2,2020
20200428,2020-04-28,April,Q2,2020
20200429,2020-04-29,April,Q2,2020
20200430,2020-04-30,April,Q2,2020
20200501,2020-05-01,May,Q2,2020
20200502,2020-05-02,May,Q2,2020
20200503,2020-05-03,May,Q2,2020
20200504,2020-05-04,May,Q2,2020
20200505,2020-05-05,May,Q2,2020
20200506,2020-05-06,May,Q2,2020
20200507,2020-05-07,May,Q2,2020
20200508,2020-05-08,May,Q2,2020
20200509,2020-05-09,May,Q2,2020
20200510,2020-05-10,May,Q2,2020
20200511,2020-05-11,May,Q2,2020
20200512,2020-05-12,May,Q2,2020
20200513,2020-05-13,May,Q2,2020
20200514,2020-05-14,May,Q2,2020
20200515,2020-05-15,May,Q2,2020
20200516,2020-05-16,May,Q2,2020
20200517,2020-05-17,May,Q2,2020
20200518,2020-05-18,May,Q2,2020
20200519,2020-05-19,May,Q2,2020
20200520,2020-05-20,May,Q2,2020
20200521,2020-05-21,May,Q2,2020
20200522,2020-05-22,May,Q2,2020
20200523,2020-05-23,May,Q2,2020
20200524,2020-05-24,May,Q2,2020
20200525,2020-05-25,May,Q2,2020
20200526,2020-05-26,May,Q2,2020
20200527,2020-05-27,May,Q2,2020
20200528,2020-05-28,May,Q2,2020
20200529,2020-05-29,May,Q2,2020
20200530,2020-05-30,May,Q2,2020
20200531,2020-05-31,May,Q2,2020
20200601,2020-06-01,June,Q2,2020
20200602,2020-06-02,June,Q2,2020
20200603,2020-06-03,June,Q2,2020
20200604,2020-06-04,June,Q2,2020
20200605,2020-06-05,June,Q2,2020
20200606,2020-06-06,June,Q2,2020
20200607,2020-06-07,June,Q2,2020
20200608,2020-06-08,June,Q2,2020
20200609,2020-06-09,June,Q2,2020
20200610,2020-06-10,June,Q2,2020
20200611,2020-06-11,June,Q2,2020
20200612,2020-06-12,June,Q2,2020
20200613,2020-06-13,June,Q2,2020
20200614,2020-06-14,June,Q2,2020
20200615,2020-06-15,June,Q2,2020
20200616,2020-06-16,June,Q2,2020
20200617,2020-06-17,June,Q2,2020
20200618,2020-06-18,June,Q2,2020
20200619,2020-06-19,June,Q2,2020
20200620,2020-06-20,June,Q2,2020
20200621,2020-06-21,June,Q2,2020
20200622,2020-06-22,June,Q2,2020
20200623,2020-06-23,June,Q2,2020
20200624,2020-06-24,June,Q2,2020
20200625,2020-06-25,June,Q2,2020
20200626,2020-06-26,June,Q2,2020
20200627,2020-06-27,June,Q2,2020
20200628,2020-06-28,June,Q2,2020
20200629,2020-06-29,June,Q2,2020
20200630,2020-06-30,June,Q2,2020
20200701,2020-07-01,July,Q3,2020
20200702,2020-07-02,July,Q3,2020
20200703,2020-07-03,July,Q3,2020
20200704,2020-07-04,July,Q3,2020
20200705,2020-07-05,July,Q3,2020
20200706,2020-07-06,July,Q3,2020
20200707,2020-07-07,July,Q3,2020
20200708,2020-07-08,July,Q3,2020
20200709,2020-07-09,July,Q3,2020
20200710,2020-07-10,July,Q3,2020
20200711,2020-07-11,July,Q3,2020
20200712,2020-07-12,July,Q3,2020
20200713,2020-07-13,July,Q3,2020
20200714,2020-07-14,July,Q3,2020
20200715,2020-07-15,July,Q3,2020
20200716,2020-07-16,July,Q3,2020
20200717,2020-07-17,July,Q3,2020
20200718,2020-07-18,July,Q3,2020
20200719,2020-07-19,July,Q3,2020
20200720,2020-07-20,July,Q3,2020
20200721,2020-07-21,July,Q3,2020
20200722,2020-07-22,July,Q3,2020
20200723,2020-07-23,July,Q3,2020
20200724,2020-07-24,July,Q3,2020
20200725,2020-07-25,July,Q3,2020
20200726,2020-07-26,July,Q3,2020
20200727,2020-07-27,July,Q3,2020
20200728,2020-07-28,July,Q3,2020
20200729,2020-07-29,July,Q3,2020
20200730,2020-07-30,July,Q3,2020
20200731,2020-07-31,July,Q3,2020
20200801,2020-08-01,August,Q3,2020
20200802,2020-08-02,August,Q3,2020
20200803,2020-08-03,August,Q3,2020
20200804,2020-08-04,August,Q3,2020
20200805,2020-08-05,August,Q3,2020
20200806,2020-08-06,August,Q3,2020
20200807,2020-08-07,August,Q3,2020
20200808,2020-08-08,August,Q3,2020
20200809,2020-08-09,August,Q3,2020
20200810,2020-08-10,August,Q3,2020
20200811,2020-08-11,August,Q3,2020
20200812,2020-08-12,August,Q3,2020
20200813,2020-08-13,August,Q3,2020
20200814,2020-08-14,August,Q3,2020
20200815,2020-08-15,August,Q3,2020
20200816,2020-08-16,August,Q3,2020
20200817,2020-08-17,August,Q3,2020
20200818,2020-08-18,August,Q3,2020
20200819,2020-08-19,August,Q3,2020
20200820,2020-08-20,August,Q3,2020
20200821,2020-08-21,August,Q3,2020
20200822,2020-08-22,August,Q3,2020
20200823,2020-08-23,August,Q3,2020
20200824,2020-08-24,August,Q3,2020
20200825,2020-08-25,August,Q3,2020
20200826,2020-08-26,August,Q3,2020
20200827,2020-08-27,August,Q3,2020
20200828,2020-08-28,August,Q3,2020
20200829,2020-08-29,August,Q3,2020
20200830,2020-08-30,August,Q3,2020
20200831,2020-08-31,August,Q3,2020
20200901,2020-09-01,September,Q3,2020
20200902,2020-09-02,September,Q3,2020
20200903,2020-09-03,September,Q3,2020
20200904,2020-09-04,September,Q3,2020
20200905,2020-09-05,September,Q3,2020
20200906,2020-09-06,September,Q3,2020
20200907,2020-09-07,September,Q3,2020
20200908,2020-09-08,September,Q3,2020
20200909,2020-09-09,September,Q3,2020
20200910,2020-09-10,September,Q3,2020
20200911,2020-09-11,September,Q3,2020
20200912,2020-09-12,September,Q3,2020
20200913,2020-09-13,September,Q3,2020
20200914,2020-09-14,September,Q3,2020
20200915,2020-09-15,September,Q3,2020
20200916,2020-09-16,September,Q3,2020
20200917,2020-09-17,September,Q3,2020
20200918,2020-09-18,September,Q3,2020
20200919,2020-09-19,September,Q3,2020
20200920,2020-09-20,September,Q3,2020
20200921,2020-09-21,September,Q3,2020
20200922,2020-09-22,September,Q3,2020
20200923,2020-09-23,September,Q3,2020
20200924,2020-09-24,September,Q3,2020
20200925,2020-09-25,September,Q3,2020
20200926,2020-09-26,September,Q3,2020
20200927,2020-09-27,September,Q3,2020
20200928,2020-09-28,September,Q3,2020
20200929,2020-09-29,September,Q3,2020
20200930,2020-09-30,September,Q3,2020
20201001,2020-10-01,October,Q4,2020
20201002,2020-10-02,October,Q4,2020
20201003,2020-10-03,October,Q4,2020
20201004,2020-10-04,October,Q4,2020
20201005,2020-10-05,October,Q4,2020
20201006,2020-10-06,October,Q4,2020
20201007,2020-10-07,October,Q4,2020
20201008,2020-10-08,October,Q4,2020
20201009,2020-10-09,October,Q4,2020
20201010,2020-10-10,October,Q4,2020
20201011,2020-10-11,October,Q4,2020
20201012,2020-10-12,October,Q4,2020
20201013,2020-10-13,October,Q4,2020
20201014,2020-10-14,October,Q4,2020
20201015,2020-10-15,October,Q4,2020
20201016,2020-10-16,October,Q4,2020
20201017,2020-10-17,October,Q4,2020
20201018,2020-10-18,October,Q4,2020
20201019,2020-10-19,October,Q4,2020
20201020,2020-10-20,October,Q4,2020
20201021,2020-10-21,October,Q4,2020
20201022,2020-10-22,October,Q4,2020
20201023,2020-10-23,October,Q4,2020
20201024,2020-10-24,October,Q4,2020
20201025,2020-10-25,October,Q4,2020
20201026,2020-10-26,October,Q4,2020
20201027,2020-10-27,October,Q4,2020
20201028,2020-10-28,October,Q4,2020
20201029,2020-10-29,October,Q4,2020
20201030,2020-10-30,October,Q4,2020
20201031,2020-10-31,October,Q4,2020
20201101,2020-11-01,November,Q4,2020
20201102,2020-11-02,November,Q4,2020
20201103,2020-11-03,November,Q4,2020
20201104,2020-11-04,November,Q4,2020
20201105,2020-11-05,November,Q4,2020
20201106,2020-11-06,November,Q4,2020
20201107,2020-11-07,November,Q4,2020
20201108,2020-11-08,November,Q4,2020
20201109,2020-11-09,November,Q4,2020
20201110,2020-11-10,November,Q4,2020
20201111,2020-11-11,November,Q4,2020
20201112,2020-11-12,November,Q4,2020
20201113,2020-11-13,November,Q4,2020
20201114,2020-11-14,November,Q4,2020
20201115,2020-11-15,November,Q4,2020
20201116,2020-11-16,November,Q4,2020
20201117,2020-11-17,November,Q4,2020
20201118,2020-11-18,November,Q4,2020
20201119,2020-11-19,November,Q4,2020
20201120,2020-11-20,November,Q4,2020
20201121,2020-11-21,November,Q4,2020
20201122,2020-11-22,November,Q4,2020
20201123,2020-11-23,November,Q4,2020
20201124,2020-11-24,November,Q4,2020
20201125,2020-11-25,November,Q4,2020
20201126,2020-11-26,November,Q4,2020
20201127,2020-11-27,November,Q4,2020
20201128,2020-11-28,November,Q4,2020
20201129,2020-11-29,November,Q4,2020
20201130,2020-11-30,November,Q4,2020
20201201,2020-12-01,December,Q4,2020
20201202,2020-12-02,December,Q4,2020
20201203,2020-12-03,December,Q4,2020
20201204,2020-12-04,December,Q4,2020
20201205,2020-12-05,December,Q4,2020
20201206,2020-12-06,December,Q4,2020
20201207,2020-12-07,December,Q4,2020
20201208,2020-12-08,December,Q4,2020
20201209,2020-12-09,December,Q4,2020
20201210,2020-12-10,December,Q4,2020
20201211,2020-12-11,December,Q4,2020
20201212,2020-12-12,December,Q4,2020
20201213,2020-12-13,December,Q4,2020
20201214,2020-12-14,December,Q4,2020
20201215,2020-12-15,December,Q4,2020
20201216,2020-12-16,December,Q4,2020
20201217,2020-12-17,December,Q4,2020
20201218,2020-12-18,December,Q4,2020
20201219,2020-12-19,December,Q4,2020
20201220,2020-12-20,December,Q4,2020
20201221,2020-12-21,December,Q4,2020
20201222,2020-12-22,December,Q4,2020
20201223,2020-12-23,December,Q4,2020
20201224,2020-12-24,December,Q4,2020
20201225,2020-12-25,December,Q4,2020
20201226,2020-12-26,December,Q4,2020
20201227,2020-12-27,December,Q4,2020
20201228,2020-12-28,December,Q4,2020
20201229,2020-12-29,December,Q4,2020
20201230,2020-12-30,December,Q4,2020
20201231,2020-12-31,December,Q4,2020
20210101,2021-01-01,January,Q1,2021
20210102,2021-01-02,January,Q1,2021
20210103,2021-01-03,January,Q1,2021
20210104,2021-01-04,January,Q1,2021
20210105,2021-01-05,January,Q1,2021
20210106,2021-01-06,January,Q1,2021
20210107,2021-01-07,January,Q1,2021
20210108,2021-01-08,January,Q1,2021
20210109,2021-01-09,January,Q1,2021
20210110,2021-01-10,January,Q1,2021
20210111,2021-01-11,January,Q1,2021
20210112,2021-01-12,January,Q1,2021
20210113,2021-01-13,January,Q1,2021
20210114,2021-01-14,January,Q1,2021
20210115,2021-01-15,January,Q1,2021
20210116,2021-01-16,January,Q1,2021
20210117,2021-01-17,January,Q1,2021
20210118,2021-01-18,January,Q1,2021
20210119,2021-01-19,January,Q1,2021
20210120,2021-01-20,January,Q1,2021
20210121,2021-01-21,January,Q1,2021
20210122,2021-01-22,January,Q1,2021
20210123,2021-01-23,January,Q1,2021
20210124,2021-01-24,January,Q1,2021
20210125,2021-01-25,January,Q1,2021
20210126,2021-01-26,January,Q1,2021
20210127,2021-01-27,January,Q1,2021
20210128,2021-01-28,January,Q1,2021
20210129,2021-01-29,January,Q1,2021
20210130,2021-01-30,January,Q1,2021
20210131,2021-01-31,January,Q1,2021
20210201,2021-02-01,February,Q1,2021
20210202,2021-02-02,February,Q1,2021
20210203,2021-02-03,February,Q1,2021
20210204,2021-02-04,February,Q1,2021
20210205,2021-02-05,February,Q1,2021
20210206,2021-02-06,February,Q1,2021
20210207,2021-02-07,February,Q1,2021
20210208,2021-02-08,February,Q1,2021
20210209,2021-02-09,February,Q1,2021
20210210,2021-02-10,February,Q1,2021
20210211,2021-02-11,February,Q1,2021
20210212,2021-02-12,February,Q1,2021
20210213,2021-02-13,February,Q1,2021
20210214,2021-02-14,February,Q1,2021
20210215,2021-02-15,February,Q1,2021
20210216,2021-02-16,February,Q1,2021
20210217,2021-02-17,February,Q1,2021
20210218,2021-02-18,February,Q1,2021
20210219,2021-02-19,February,Q1,2021
20210220,2021-02-20,February,Q1,2021
20210221,2021-02-21,February,Q1,2021
20210222,2021-02-22,February,Q1,2021
20210223,2021-02-23,February,Q1,2021
20210224,2021-02-24,February,Q1,2021
20210225,2021-02-25,February,Q1,2021
20210226,2021-02-26,February,Q1,2021
20210227,2021-02-27,February,Q1,2021
20210228,2021-02-28,February,Q1,2021
20210301,2021-03-01,March,Q1,2021
20210302,2021-03-02,March,Q1,2021
20210303,2021-03-03,March,Q1,2021
20210304,2021-03-04,March,Q1,2021
20210305,2021-03-05,March,Q1,2021
20210306,2021-03-06,March,Q1,2021
20210307,2021-03-07,March,Q1,2021
20210308,2021-03-08,March,Q1,2021
20210309,2021-03-09,March,Q1,2021
20210310,2021-03-10,March,Q1,2021
20210311,2021-03-11,March,Q1,2021
20210312,2021-03-12,March,Q1,2021
20210313,2021-03-13,March,Q1,2021
20210314,2021-03-14,March,Q1,2021
20210315,2021-03-15,March,Q1,2021
20210316,2021-03-16,March,Q1,2021
20210317,2021-03-17,March,Q1,2021
20210318,2021-03-18,March,Q1,2021
20210319,2021-03-19,March,Q1,2021
20210320,2021-03-20,March,Q1,2021
20210321,2021-03-21,March,Q1,2021
20210322,2021-03-22,March,Q1,2021
20210323,2021-03-23,March,Q1,2021
20210324,2021-03-24,March,Q1,2021
20210325,2021-03-25,March,Q1,2021
20210326,2021-03-26,March,Q1,2021
20210327,2021-03-27,March,Q1,2021
20210328,2021-03-28,March,Q1,2021
20210329,2021-03-29,March,Q1,2021
20210330,2021-03-30,March,Q1,2021
20210331,2021-03-31,March,Q1,2021
20210401,2021-04-01,April,Q2,2021
20210402,2021-04-02,April,Q2,2021
20210403,2021-04-03,April,Q2,2021
20210404,2021-04-04,April,Q2,2021
20210405,2021-04-05,April,Q2,2021
20210406,2021-04-06,April,Q2,2021
20210407,2021-04-07,April,Q2,2021
20210408,2021-04-08,April,Q2,2021
20210409,2021-04-09,April,Q2,2021
20210410,2021-04-10,April,Q2,2021
20210411,2021-04-11,April,Q2,2021
20210412,2021-04-12,April,Q2,2021
20210413,2021-04-13,April,Q2,2021
20210414,2021-04-14,April,Q2,2021
20210415,2021-04-15,April,Q2,2021
20210416,2021-04-16,April,Q2,2021
20210417,2021-04-17,April,Q2,2021
20210418,2021-04-18,April,Q2,2021
20210419,2021-04-19,April,Q2,2021
20210420,2021-04-20,April,Q2,2021
20210421,2021-04-21,April,Q2,2021
20210422,2021-04-22,April,Q2,2021
20210423,2021-04-23,April,Q2,2021
20210424,2021-04-24,April,Q2,2021
20210425,2021-04-25,April,Q2,2021
20210426,2021-04-26,April,Q2,2021
20210427,2021-04-27,April,Q2,2021
20210428,2021-04-28,April,Q2,2021
20210429,2021-04-29,April,Q2,2021
20210430,2021-04-30,April,Q2,2021
20210501,2021-05-01,May,Q2,2021
20210502,2021-05-02,May,Q2,2021
20210503,2021-05-03,May,Q2,2021
20210504,2021-05-04,May,Q2,2021
20210505,2021-05-05,May,Q2,2021
20210506,2021-05-06,May,Q2,2021
20210507,2021-05-07,May,Q2,2021
20210508,2021-05-08,May,Q2,2021
20210509,2021-05-09,May,Q2,2021
20210510,2021-05-10,May,Q2,2021
20210511,2021-05-11,May,Q2,2021
20210512,2021-05-12,May,Q2,2021
20210513,2021-05-13,May,Q2,2021
20210514,2021-05-14,May,Q2,2021
20210515,2021-05-15,May,Q2,2021
20210516,2021-05-16,May,Q2,2021
20210517,2021-05-17,May,Q2,2021
20210518,2021-05-18,May,Q2,2021
20210519,2021-05-19,May,Q2,2021
20210520,2021-05-20,May,Q2,2021
20210521,2021-05-21,May,Q2,2021
20210522,2021-05-22,May,Q2,2021
20210523,2021-05-23,May,Q2,2021
20210524,2021-05-24,May,Q2,2021
20210525,2021-05-25,May,Q2,2021
20210526,2021-05-26,May,Q2,2021
20210527,2021-05-27,May,Q2,2021
20210528,2021-05-28,May,Q2,2021
20210529,2021-05-29,May,Q2,2021
20210530,2021-05-30,May,Q2,2021
20210531,2021-05-31,May,Q2,2021
20210601,2021-06-01,June,Q2,2021
20210602,2021-06-02,June,Q2,2021
20210603,2021-06-03,June,Q2,2021
20210604,2021-06-04,June,Q2,2021
20210605,2021-06-05,June,Q2,2021
20210606,2021-06-06,June,Q2,2021
20210607,2021-06-07,June,Q2,2021
20210608,2021-06-08,June,Q2,2021
20210609,2021-06-09,June,Q2,2021
20210610,2021-06-10,June,Q2,2021
20210611,2021-06-11,June,Q2,2021
20210612,2021-06-12,June,Q2,2021
20210613,2021-06-13,June,Q2,2021
20210614,2021-06-14,June,Q2,2021
20210615,2021-06-15,June,Q2,2021
20210616,2021-06-16,June,Q2,2021
20210617,2021-06-17,June,Q2,2021
20210618,2021-06-18,June,Q2,2021
20210619,2021-06-19,June,Q2,2021
20210620,2021-06-20,June,Q2,2021
20210621,2021-06-21,June,Q2,2021
20210622,2021-06-22,June,Q2,2021
20210623,2021-06-23,June,Q2,2021
20210624,2021-06-24,June,Q2,2021
20210625,2021-06-25,June,Q2,2021
20210626,2021-06-26,June,Q2,2021
20210627,2021-06-27,June,Q2,2021
20210628,2021-06-28,June,Q2,2021
20210629,2021-06-29,June,Q2,2021
20210630,2021-06-30,June,Q2,2021
20210701,2021-07-01,July,Q3,2021
20210702,2021-07-02,July,Q3,2021
20210703,2021-07-03,July,Q3,2021
20210704,2021-07-04,July,Q3,2021
20210705,2021-07-05,July,Q3,2021
20210706,2021-07-06,July,Q3,2021
20210707,2021-07-07,July,Q3,2021
20210708,2021-07-08,July,Q3,2021
20210709,2021-07-09,July,Q3,2021
20210710,2021-07-10,July,Q3,2021
20210711,2021-07-11,July,Q3,2021
20210712,2021-07-12,July,Q3,2021
20210713,2021-07-13,July,Q3,2021
20210714,2021-07-14,July,Q3,2021
20210715,2021-07-15,July,Q3,2021
20210716,2021-07-16,July,Q3,2021
20210717,2021-07-17,July,Q3,2021
20210718,2021-07-18,July,Q3,2021
20210719,2021-07-19,July,Q3,2021
20210720,2021-07-20,July,Q3,2021
20210721,2021-07-21,July,Q3,2021
20210722,2021-07-22,July,Q3,2021
20210723,2021-07-23,July,Q3,2021
20210724,2021-07-24,July,Q3,2021
20210725,2021-07-25,July,Q3,2021
20210726,2021-07-26,July,Q3,2021
20210727,2021-07-27,July,Q3,2021
20210728,2021-07-28,July,Q3,2021
20210729,2021-07-29,July,Q3,2021
20210730,2021-07-30,July,Q3,2021
20210731,2021-07-31,July,Q3,2021
20210801,2021-08-01,August,Q3,2021
20210802,2021-08-02,August,Q3,2021
20210803,2021-08-03,August,Q3,2021
20210804,2021-08-04,August,Q3,2021
20210805,2021-08-05,August,Q3,2021
20210806,2021-08-06,August,Q3,2021
20210807,2021-08-07,August,Q3,2021
20210808,2021-08-08,August,Q3,2021
20210809,2021-08-09,August,Q3,2021
20210810,2021-08-10,August,Q3,2021
20210811,2021-08-11,August,Q3,2021
20210812,2021-08-12,August,Q3,2021
20210813,2021-08-13,August,Q3,2021
20210814,2021-08-14,August,Q3,2021
20210815,2021-08-15,August,Q3,2021
20210816,2021-08-16,August,Q3,2021
20210817,2021-08-17,August,Q3,2021
20210818,2021-08-18,August,Q3,2021
20210819,2021-08-19,August,Q3,2021
20210820,2021-08-20,August,Q3,2021
20210821,2021-08-21,August,Q3,2021
20210822,2021-08-22,August,Q3,2021
20210823,2021-08-23,August,Q3,2021
20210824,2021-08-24,August,Q3,2021
20210825,2021-08-25,August,Q3,2021
20210826,2021-08-26,August,Q3,2021
20210827,2021-08-27,August,Q3,2021
20210828,2021-08-28,August,Q3,2021
20210829,2021-08-29,August,Q3,2021
20210830,2021-08-30,August,Q3,2021
20210831,2021-08-31,August,Q3,2021
20210901,2021-09-01,September,Q3,2021
20210902,2021-09-02,September,Q3,2021
20210903,2021-09-03,September,Q3,2021
20210904,2021-09-04,September,Q3,2021
20210905,2021-09-05,September,Q3,2021
20210906,2021-09-06,September,Q3,2021
20210907,2021-09-07,September,Q3,2021
20210908,2021-09-08,September,Q3,2021
20210909,2021-09-09,September,Q3,2021
20210910,2021-09-10,September,Q3,2021
20210911,2021-09-11,September,Q3,2021
20210912,2021-09-12,September,Q3,2021
20210913,2021-09-13,September,Q3,2021
20210914,2021-09-14,September,Q3,2021
20210915,2021-09-15,September,Q3,2021
20210916,2021-09-16,September,Q3,2021
20210917,2021-09-17,September,Q3,2021
20210918,2021-09-18,September,Q3,2021
20210919,2021-09-19,September,Q3,2021
20210920,2021-09-20,September,Q3,2021
20210921,2021-09-21,September,Q3,2021
20210922,2021-09-22,September,Q3,2021
20210923,2021-09-23,September,Q3,2021
20210924,2021-09-24,September,Q3,2021
20210925,2021-09-25,September,Q3,2021
20210926,2021-09-26,September,Q3,2021
20210927,2021-09-27,September,Q3,2021
20210928,2021-09-28,September,Q3,2021
20210929,2021-09-29,September,Q3,2021
20210930,2021-09-30,September,Q3,2021
20211001,2021-10-01,October,Q4,2021
20211002,2021-10-02,October,Q4,2021
20211003,2021-10-03,October,Q4,2021
20211004,2021-10-04,October,Q4,2021
20211005,2021-10-05,October,Q4,2021
20211006,2021-10-06,October,Q4,2021
20211007,2021-10-07,October,Q4,2021
20211008,2021-10-08,October,Q4,2021
20211009,2021-10-09,October,Q4,2021
20211010,2021-10-10,October,Q4,2021
20211011,2021-10-11,October,Q4,2021
20211012,2021-10-12,October,Q4,2021
20211013,2021-10-13,October,Q4,2021
20211014,2021-10-14,October,Q4,2021
20211015,2021-10-15,October,Q4,2021
20211016,2021-10-16,October,Q4,2021
20211017,2021-10-17,October,Q4,2021
20211018,2021-10-18,October,Q4,2021
20211019,2021-10-19,October,Q4,2021
20211020,2021-10-20,October,Q4,2021
20211021,2021-10-21,October,Q4,2021
20211022,2021-10-22,October,Q4,2021
20211023,2021-10-23,October,Q4,2021
20211024,2021-10-24,October,Q4,2021
20211025,2021-10-25,October,Q4,2021
20211026,2021-10-26,October,Q4,2021
20211027,2021-10-27,October,Q4,2021
20211028,2021-10-28,October,Q4,2021
20211029,2021-10-29,October,Q4,2021
20211030,2021-10-30,October,Q4,2021
20211031,2021-10-31,October,Q4,2021
20211101,2021-11-01,November,Q4,2021
20211102,2021-11-02,November,Q4,2021
20211103,2021-11-03,November,Q4,2021
20211104,2021-11-04,November,Q4,2021
20211105,2021-11-05,November,Q4,2021
20211106,2021-11-06,November,Q4,2021
20211107,2021-11-07,November,Q4,2021
20211108,2021-11-08,November,Q4,2021
20211109,2021-11-09,November,Q4,2021
20211110,2021-11-10,November,Q4,2021
20211111,2021-11-11,November,Q4,2021
20211112,2021-11-12,November,Q4,2021
20211113,2021-11-13,November,Q4,2021
20211114,2021-11-14,November,Q4,2021
20211115,2021-11-15,November,Q4,2021
20211116,2021-11-16,November,Q4,2021
20211117,2021-11-17,November,Q4,2021
20211118,2021-11-18,November,Q4,2021
20211119,2021-11-19,November,Q4,2021
20211120,2021-11-20,November,Q4,2021
20211121,2021-11-21,November,Q4,2021
20211122,2021-11-22,November,Q4,2021
20211123,2021-11-23,November,Q4,2021
20211124,2021-11-24,November,Q4,2021
20211125,2021-11-25,November,Q4,2021
20211126,2021-11-26,November,Q4,2021
20211127,2021-11-27,November,Q4,2021
